artist_id	genres	am_genres
55ef024a-6cc0-49ed-8ce2-2e12193c0f46	aor,hard rock,pop rock,rock	rock,pop
6600ffd9-8a81-47b1-ac0c-1393ade7f006	schlager	
f96319ef-8cc4-41c1-b2ed-34420e44d518	house,trance	
84dcca77-d3f9-4d62-a50d-546d9b4c716f	progressive rock	rock
e054c41c-fd24-4e12-b5ce-6c21dd3c4eb4	psychedelic,rock	rock
71dc0b7d-64f7-49ba-8723-f60804911b4e	heavy metal,metal,power metal,us power metal	heavy metal
42a636a0-dbe4-4d0c-abe2-1590fad9531b	alternative metal,rock	alternative,rock
ab49123a-76c3-48ef-92bf-9b7f2e8755b9	hip hop	
f72b77c0-b330-4d71-95b0-6d5e75b196a5	punk,punk rock	punk,rock
cca67687-a0e0-4e62-a4a1-4ad0b082e527	psychedelic rock	rock
6d5ec19a-b22f-4d96-ac1b-3d22e3b24cc3	groove metal,heavy metal,metal,thrash metal	heavy metal
ea0f38ec-8634-4b73-ac00-a627756da519	blues,electric blues,r&b,soul	blues,rnb
d70743f2-8d7c-4a41-862c-8dad165cf6ea	dub,reggae	reggae
49a20f94-45df-47e5-92ca-73d306d640af	brutal death metal,death metal,deathgrind,grindcore	
644569a3-6cfd-4f5c-9fe5-80bc4d78f816	latin,vallenato	
1ddfa790-3c18-4a09-94c0-d1c014452753	ska	
cc9bddd9-e4ad-4591-9d85-633deb35f33c	jazz fusion	jazz
12635599-19ed-4c59-beb8-2df7c36cdcda	classical	classical
27f1518b-e2d0-4f83-80da-12fca1fe8f52	ambient,black metal	
90c1190a-b289-4379-92fb-ec33e9ef7b3c	jazz	jazz
d5a7e7cf-56ce-488c-b0e1-97109c8488d4	psychobilly,rockabilly,swing	rock
2469950a-f0ca-425a-bfbc-baf55ea3afde	contemporary r&b,disco,electronic,funk,jazz,jazz-funk,pop soul,soul,synth funk	rnb,jazz,electronic,pop
94c44a31-3f7b-4c5d-aa54-2bf47eeac5d5	hardcore punk	punk
af5c0d99-f36e-4296-a2d7-34f7f272e9d2	ambient,electronic,experimental,footwork,hard drum	electronic
309da1b9-396f-4cff-91ab-f79a6d5ddfef	glam rock	rock
3a787e76-2879-4306-bc04-66aa7373be72	blues rock,heavy psych,progressive rock,psychedelic rock	blues,rock
d29f3aa5-396c-4325-8abd-594e83396fe8	pop	pop
d4305549-6b4e-4a57-b24d-8af0743fe191	baroque pop,beat music,pop,pop rock,psychedelic pop,rock,soft rock,sunshine pop	rock,pop
50da5b83-0cc4-42ed-a783-4236d5abfa40	house	
c7895164-578a-4d59-98f0-c3c4f19d81b8	jazz	jazz
34d1fe9b-50bd-4d90-8e64-a4a66d8fabdf	hip hop	
49801810-8149-4ab0-81bc-9b743daa8f35	classical	classical
5c2717ab-3b1e-4043-8874-e88ecf391cc9	pop,singer-songwriter	pop
ab461515-3882-4f66-9009-9bba9f3a99e1	hip hop,pop	pop
bf0caafc-2b20-4e07-ab85-87e14ff430ce	contemporary r&b,dance-pop,pop,teen pop	rnb,pop
e86fc1f5-d632-44b2-8aea-38f83aadffe8	death metal,deathcore	
3627a57b-1811-49e9-a4b1-fc191202cf56	heavy metal,power metal	heavy metal
07f2e04e-da21-4d8a-b80e-4dc286705cae	psychedelic folk	folk
d3028af9-5916-44cb-8962-b9f0f68f47a2	black metal	
91a717f9-cea4-428b-bebf-560329808173	punk	punk
481e5e0c-03c3-4e86-a9fd-238ce26a10ea	nueva trova	
86809b51-cbe2-45f1-804a-e66eed635dea	art pop,avant-garde,electronic,experimental,indie pop,modern classical,spoken word	classical,spoken word,electronic,pop
35478a71-541f-46cc-a740-e834a566f43a	j-pop	pop
d685176b-7327-4615-9f68-285d14732783	ambient,chillout,electronic,new age,rock	new age,rock,electronic
29c41e99-5137-470c-87c7-21ee5540c10b	black metal	
3605cb0c-c00c-491d-ad0a-188150f6f734	psychedelic rock,space rock	rock
d8db7fae-56ac-42af-9aaf-2d46a1c0be20	punk,punk rock	punk,rock
ff2dc66e-68c5-4588-a2e4-da0e1088fb51	garage rock,punk	punk,rock
99b82755-46ae-4728-b8e2-4eeb954fcecc	synth-pop	pop
4af20931-ff68-4dd1-ad4d-830038e88fb1	latin	
b746c051-3a42-4cf6-871a-bdcb39e78686	folk	folk
b3b28e9e-9292-415b-ab66-3ab7dcd231cf	schlager	
4c8ead39-b9df-4c56-a27c-51bc049cfd48	dance-pop,funk,funk rock,neo-psychedelia,pop,pop rock,psychedelic pop,psychedelic soul,rock,synth funk	rock,pop
8f3af359-4a7d-419d-a6ac-c6caba956d98	blues rock	blues,rock
103241b0-6adf-4b4f-9cff-5c87459f61a4	blues rock,boogie rock,classic rock,hard rock,heavy psych,pop rock,rock	blues,rock,pop
c0a1a94b-ab5f-4eb7-9558-3f2c62f5a01f	britpop	pop
e51f773a-7109-4021-bbaf-e3c356e829d5	folk	folk
9ed78dcc-5ee4-4d4f-b5c5-6fc268b7e5d7	drum and bass	
1ffc3428-e539-406c-b86a-5a51d8def2f6	hip hop	
60dea59b-45d2-4467-acf3-f87c6c45322e	jazz	jazz
7f6c83a6-f048-4895-99a1-94caf32a47ef	beat music,garage rock,psychedelic pop	rock,pop
60a0fc33-daa7-4b32-9e9e-716d372a73e1	big band,jazz	jazz
39b2c0db-1837-4e1b-b3d1-dcb6f9425cfe	folk,néo-trad	folk
02904b83-d813-48cf-9d01-8a08641ea6dc	hard rock	rock
85045b4b-feb1-4733-9b8b-5026c1f62e6a	acousmatic,contemporary classical,electroacoustic,experimental electronic	classical,electronic
c023ef07-06db-4a29-818a-6552bb215762	hip hop	
eae04d6c-28b9-4680-8ebc-72ad918b53e0	latin pop,pop	pop
06fbc72f-4294-405e-8901-93e88bedbd1c	latin,salsa	
e97d0a22-6b6d-46d8-a189-54311bfeebf4	surf rock	rock
4da8561a-caa9-4b58-a35a-c35a3a22cfa5	drum and bass	
2818ed2e-a963-4aa9-9d25-7395b93b6d5b	levenslied	
9aa529ec-708c-4980-beb8-7eab5e323a9a	alternative rock,pop rock	alternative,rock,pop
7e46eee9-de39-4ac7-a0d7-2917aa10f101	jazz rock	jazz,rock
57b481d3-b44a-4573-9fce-2c2e21710912	blues,desert blues	blues
7365f645-ed13-448e-9475-0a380ef2e28b	hip hop	
6673a67c-3281-4629-b08b-b9bf8db2384c	latin pop,pop	pop
5c1e725d-1c5b-4e18-8224-f100a10c0c98	punk	punk
265f242e-cf4e-4fbe-a3fe-43112387172f	downtempo,electronic	electronic
56bb91d0-f198-4377-865e-b389b457f10b	jazz	jazz
c40c60b7-7acd-4fdc-a042-7dde351e9120	dubstep,uk garage	
33d18890-b6eb-443b-a200-a7018b34af08	melodic black metal,poetry	
1692e094-48b6-4d0e-8555-43ca0bd42467	indie rock	rock
fb9ea43f-8635-4a57-89b1-a7c026113383	alternative rock,indie rock	alternative,rock
02602230-5354-45e2-9f13-ce17543e3aad	gothic rock	rock
4fe8361a-a430-46c6-8677-624562a3442b	deathgrind,grindcore	
23225526-9862-4534-b14b-dadc2c81a6ff	punk	punk
40055c2b-8ead-4fda-9f26-8321769f5189	jazz	jazz
3b2cd278-9aeb-4393-bf57-8c296002eb9d	electro house	
f6d41c99-7ec5-43e8-bd17-bccaf1312e99	celtic punk,hardcore punk,punk rock	punk,rock
4ece8309-01ed-4ef4-9485-3ea0e165d403	grunge	
e41b4871-a98d-494a-8cea-b9ba1a3ade1b	celtic rock	rock
cb4668ff-1134-4d04-8aa0-c367a429b0ab	punk	punk
86a4ab3c-011c-4dca-afa3-80d9d49e9fb5	latin,latin pop,singer-songwriter	pop
3ad2091b-7b6e-4236-be1f-9ddf7d90302d	black metal	
d6683fe4-5293-4476-aca9-c01ab4ed8919	reggae	reggae
4349b4b4-15bb-4240-9390-21ffa24d788c	hard trance	
61d9bba0-edd7-4dde-924e-3c293d3fbdda	power pop,punk	punk,pop
d78d8e42-0035-4c86-ad07-903051114544	soul	
8cc00e45-94c9-40e0-882b-0e76dd5b472b	latin,latin pop	pop
691b2e05-334b-42c9-b121-defae8f84cb3	baroque,classical,renaissance	classical
52faebef-aee4-4242-bd66-39e0ad65b7f6	hip hop	
68480d3a-4929-4098-b26a-84b7d88a33fe	electronic,house	electronic
7a77e35e-e846-4947-8eaa-b71be2cab934	neofolk	folk
3ec38be5-8283-4a5c-81e1-120113a88ab0	jazz	jazz
1c9b39b6-1858-421d-9c11-a3adef79d72f	electronic	electronic
32974c41-9491-416a-b8e3-9da876465413	r&b	rnb
bf319be5-31ba-48d1-a4bb-da4235994d7a	jazz	jazz
75590679-d5b1-41fd-9be1-4463af1c9482	blues,punk,rock	blues,punk,rock
143991b5-223e-49b5-a257-cf4115c60cd7	jazz	jazz
338004a9-7ba1-41b9-96d5-dd135601d1bb	schlager	
d7a5bbc1-c525-4407-9456-0c110bf0ecb9	punk,ska	punk
40f650d9-a6de-4af7-b000-5150d6b0f982	hip hop	
95338939-471f-417a-aaa4-6add62782c3e	breakcore,cybergrind,electronic,experimental,grindcore,noise	electronic
588be291-4563-46d0-8350-4ba8bf47601a	hard rock,progressive rock,rock	rock
aca9a02d-3082-4da9-a72c-7d13fa285a71	hip hop	
e3202f8f-dab3-447a-8b0f-71fdcf21acb4	punk,punk rock	punk,rock
5c1862da-1502-4470-ad62-c2b81a620b78	folk	folk
0010252a-0945-4ccf-bda7-235a0157c529	emo	
a50b5e74-4602-4d50-9d41-aa03600e7245	rock	rock
71db5060-324e-4cc5-8ca6-0070220ae000	indie rock,post-punk revival,singer-songwriter	punk,rock
bb1196dd-442f-4e44-8f4d-249b722d2899	punk	punk
7fa5bef3-2daf-4341-ad26-e8ec5a45a3ee	metal	heavy metal
0255b7f5-8f9d-4b8d-bfa9-6d3e88385b3f	disco,glam metal,glam rock,heavy metal,metal	heavy metal,rock
a723699e-6376-4ab8-91e2-f8d02594dd07	power metal	
8fe72ecc-9d61-4c47-9185-140bddb6de53	musical,operetta,schlager	
7f35e102-b02b-4e51-a1cf-9586b7f5e904	bebop,jazz,swing	jazz
acaf8e9d-3b29-4bcc-9f8a-761e6d2deca7	folk	folk
8f6257ae-caf7-4556-9ec1-da5a1e80ebb5	punk,punk rock	punk,rock
15411e76-d856-40de-8e53-8d2ce6f1f476	free improvisation,heavy psych,jam band,noise rock,psychedelic rock	rock
c2f28620-9372-4af4-b961-cc4b9e44d60d	indie rock	rock
178dbef0-eb15-407a-beb8-1c70b1fd1b97	doo-wop	
40f28c4e-39ea-4fdf-9620-863ac2db5889	jazz	jazz
e2e5426d-8398-44d1-b6e9-fce80e099193	indie rock,pop rock,psychedelic rock	rock,pop
46d72c85-ba81-4d50-bb6e-5d628dc08d55	j-pop,k-pop,rock	rock,pop
8f618c77-e63f-4dde-8cd8-b21bf2d99d28	punk	punk
17d948ed-bb77-4353-9313-5ee74d3c722a	pop	pop
00a75169-fcb3-44e8-8646-545935d41516	contemporary r&b,dance-pop	rnb,pop
be976b44-a297-425c-be6a-a648418b3161	rocksteady	rock
10017fb7-c3b0-41c6-9bc5-719cf51c9ce6	blues rock,garage rock,psychedelic rock	blues,rock
76255a92-1b9b-4b89-bab2-9c03e781a3ed	free jazz,jazz	jazz
33319aed-9bd7-4cd1-903c-716845c1b7cd	alternative rock,glam metal,glam rock,hard rock,heavy metal,melodic metalcore,metal,metalcore,rock	alternative,heavy metal,rock
9e2ea48c-89ed-4b36-a478-f446f46c3f84	ambient,post-rock	rock
af1ba060-ef13-4463-8bae-93d1d77211e7	punk	punk
54e4c361-0717-48aa-87e6-ceb2e70b1105	progressive metal	
2aca01cc-256e-4a0d-b337-2be263ef9302	twee pop	pop
8576b3b3-6dae-4ded-8f04-94ee4b5a1c7c	gothic metal	
6592df44-5b0c-4e39-9f8a-cea53288ac68	jazz	jazz
09631106-1b9d-4029-bd60-7d41b60986da	pop	pop
37c98855-4197-4d97-8188-f7e16736ddbf	synth-pop	pop
3a1e1f72-dd4d-4ed0-8dc4-400107340c1b	folk	folk
3a054c3c-9ece-40fc-bd85-2c252fe70b6a	hip hop	
c875787d-1aae-4a55-aee5-cf6c3aa14dee	rock	rock
af7c27c0-d1ef-4113-bbd6-63e97963f434	classical,contemporary classical,indeterminacy,modern classical	classical
18b85c1e-5a33-486e-8041-95d3a049dde5	free improvisation,free jazz,jazz	jazz
f93cd873-880a-49f5-99bb-3e5e57b6fb01	jungle	
7a5bcae1-45e5-495b-9f5b-254987b364bf	hard rock	rock
4a252ce3-5352-4e7d-bdf5-b75a67908a08	hard rock	rock
6cbe4117-d4f5-43c9-98b7-8fd4715ae106	latin,salsa	
4409a030-18d0-49ce-a5aa-88ecb802d309	liedermacher,singer-songwriter	
5b4ab9a2-c88e-4c08-a530-27695e94e445	free jazz	jazz
3ba0b57d-003a-47fa-8e36-37b847fa9195	bluegrass,chamber folk,contemporary folk,folk,jazz,new age,progressive folk,singer-songwriter	new age,folk,jazz
023e05af-dc11-4c20-89dc-a5b23f18dc6c	gangsta rap,hip hop,west coast hip hop	rap
7010fbf2-cbfd-4625-b0ef-a7efb9285320	east coast hip hop,hardcore hip hop,hip hop,horrorcore,underground hip hop	
daeea3e4-d2de-4ef4-a5c0-a90bf227c705	alternative rock,jangle pop,power pop	alternative,rock,pop
c240f4f2-8476-4a99-b496-6ef8efc77de9	punk	punk
fe5fb618-2f8b-4158-92b6-464f31672bca	beat music,merseybeat,pop,pop rock	rock,pop
bdce6736-8bc6-4818-8fd7-781822b674a9	rock	rock
0ac235b8-26bc-403d-8e0b-b5d8d5a284b2	estrada,pop,rock	rock,pop
2554f939-a8a0-492d-99c4-d62b046a652c	electronic,experimental electronic,industrial	electronic
604aba0b-6986-4a7a-9049-ea256886a702	screamo	
cd830a8f-89d2-4e96-96cb-7a497e51d437	alternative rock,garage rock,grunge,indie rock,post-punk,punk,punk rock	punk,alternative,rock
8843abec-6415-4d0b-8956-f3f2f2e0ac84	blues rock,british blues	blues,rock
e9e2a634-984f-4c10-bf7b-7970179e1ef1	alternative metal,crossover thrash,funk metal,hardcore punk,metal,punk,skate punk,thrash metal	punk,alternative,heavy metal
09f79b92-fd07-482a-88d9-a335240ebb7f	dabke	
5c911d84-ff40-44bd-9df2-c84a59eebab1	death metal	
6635d23d-b809-49cb-990d-e6a2748e6a89	r&b,soul	rnb
7c6ef060-fe44-4c66-ae6d-a86791abaf09	baroque,classical,renaissance	classical
a093ceb2-3c31-4105-9596-60114980ba3b	hard rock,heavy metal,post-punk,punk,punk rock	punk,heavy metal,rock
3b2e738d-2f95-49ba-847e-2879114465af	classical	classical
1250418f-f790-44d2-8faf-8c92295347f7	hip hop,miami bass,southern hip hop	
eeafb3cd-c741-47f4-90f7-70373c9a9920	big band,vocal jazz	vocal,jazz
8f8176c6-2cfb-4df9-b6d7-1a44b02c61d5	garage rock,psychedelic rock	rock
883e4ba4-8ccc-47ed-81df-df51e41792a9	aor,ballad,pop rock,rock,singer-songwriter,soft rock	rock,pop
58ec2de8-4970-4a86-ab51-45ace77f4f8e	power metal,speed metal,thrash metal	
21c37fe8-2ca8-4cf2-88c5-e73bd953be06	gothic,metal	heavy metal
7d2edb83-d281-45b9-822f-f2cb358685ad	electronic	electronic
89dd1168-779a-4099-b8d7-a46434c942c7	electronic	electronic
9feb1ef9-c3a0-4aaf-a8d3-ef8147869093	ambient,downtempo,psybient,space ambient	
721283d0-4bbb-40f9-a520-8b137c4e46a9	psychedelic rock	rock
9c1ff574-2ae4-4fea-881f-83293d0d5881	alternative rock,art rock,indie rock,post-hardcore,post-rock	alternative,rock
7de8380c-5dc7-49ec-9b26-0e75b720abdb	country	country
349291c5-a650-4156-bbc9-af646bea7b71	pop rock	rock,pop
6e428ea3-d82c-44c3-a2c9-48e13a873ce8	heavy metal	heavy metal
581022be-9b0c-462a-b048-c9e58d0741c8	rock	rock
ed85a2eb-f1e0-458c-acf2-42d3f0aa758e	pop,rock	rock,pop
834eea40-6b7e-428e-839d-36b420ea648f	mpb	
942706c9-bbf1-4c59-b1e7-cdd4034572b9	trip hop	
348c486f-3d12-4361-8cc7-37b3c93f0aed	edm,house	
5c2b9ad6-ca73-4061-af6d-4019f04e3bfc	bluegrass	
90b1b6df-659a-43ad-b981-96457fe0e2d6	death metal,thrash metal	
4acda889-e028-4ee0-a22c-2776b2d7cfab	dance,electropop,eurodance	pop
71360fdb-d5b9-4a86-a62e-ba880bbf8edf	hip hop	
f755b751-d63f-4bc9-a5ea-bc8eb11d7c78	crossover prog	
39e6139e-30a9-43e6-a5f0-fc9ce52c8470	lounge,production music	
c657674c-d25e-4ac7-8de6-61d1993b84d2	folk	folk
f54a5e47-2402-4a1c-8a42-b24bfcbbc040	downtempo,electronica	electronic
9ffc66cd-60b9-47f8-924a-2bfc06cf211f	neo-progressive rock	rock
452adc48-c80c-4663-8e0a-dc63ce026ca8	bubblegum dance,edm,electro,euro house,eurodance,europop,pop,schlager,synth-pop	electronic,pop
e68919ec-140a-49a1-bfc4-5aeb1184585a	jazz	jazz
51f1ca49-846a-4ef1-b4fa-187ecc88bbe5	chillwave,electronic,synthwave	electronic
39293f1b-f2cc-418c-b0d5-6f8fbc394d6e	heavy metal,nwobhm	heavy metal
65fad55d-b0a7-4364-b947-77d9148cfe64	indie folk,indie pop	folk,pop
f6a32907-5dcb-4ed2-ae85-b3157f3575d1	indie rock,rock	rock
e4dfdd04-2bba-4a62-ae34-a89c282b6632	instrumental,post-rock,rock	rock
d73220ec-613f-4e53-96f0-3a22ba4f83db	punk	punk
3af75e33-c05d-4ff6-a4f1-813422fb0db1	hip hop	
80cdb074-a72b-4572-afd5-1e06227eeb77	black metal	
74580f40-e289-4c66-b3eb-ca19c3187477	jazz	jazz
9665a711-de65-4d95-a8cf-06076a4f9815	hardcore punk,punk	punk
10066070-0d7e-490b-ac2b-2be2ccadda30	jazz,post-bop	jazz
e16659dd-c33b-4201-9c1e-959dc58cdbe7	classical	classical
4f1f3fbc-a043-4280-9a42-f238f4740065	ambient,experimental,progressive rock,psychedelic folk,psychedelic rock	folk,rock
e1774f25-22bb-4e9e-a4e4-bc6f30c411d8	no wave,post-punk	punk
0100cd85-84db-40b6-aee9-a688a3e57b25	hardcore punk	punk
eabd8df4-03cd-4644-8ad1-f50fb952c567	art rock,progressive rock	rock
e4ad6575-d89e-4c2d-b0db-a84d3f5d3dcc	metal,progressive metal,thrash metal	heavy metal
6aa51fda-8324-4a34-8652-5b2f209b9e01	country	country
05488b7c-1dae-4ed3-93a7-88cc933d7dd5	jazz	jazz
afe4cd7d-c8a2-4ae2-8aa6-9c6fd0f4fca6	dark wave	
7006662d-706d-4631-a7ad-eb77784aba3d	punk	punk
8dd56753-7449-48e3-b61b-6ce6394f9a5c	drum and bass	
ba09f88f-d95a-4dad-8e99-60ce49349251	alternative r&b	alternative,rnb
8fb0f046-9d64-40e4-9e0d-1741e691e210	punk	punk
08f3baa2-9962-4fa7-a8c7-95d64d75d348	alternative rock,dream pop,indie rock,space rock	alternative,rock,pop
97b10c4f-d17f-442f-a023-b843d124bbbc	punk	punk
9f7483cf-d8aa-45ce-b90c-da2e359a7815	jazz,soul,soul jazz,township bubblegum,vocal jazz	vocal,jazz
8de3f5fc-1ea2-4f0e-b403-c6391a692ac4	hard bop,jazz	jazz
ea2c70e2-cccb-4eb7-bc68-0b8d4e118cb1	folk,pop	folk,pop
cf28141b-700b-4d95-9476-309abaa85f85	rockabilly	rock
bd44a99f-ff22-47ee-bf53-b2447f817a09	post-rock	rock
42474f24-fde9-4e81-a31f-a0629130243f	leftfield,underground hip hop	
6be97715-b3fe-421b-b478-c4462ee9de15	indie rock,noise rock,post-hardcore	rock
f2e8c658-4fef-4373-9567-db3c8d5bf2da	psychobilly,punk	punk
5c35d7a0-eb2c-42fe-88da-05782d91a194	goa trance,psytrance	
005b3779-e488-4123-ad39-f9561272f9c9	alternative hip hop	alternative
aa1d4315-5246-42b2-b62b-f997d046d8b2	downtempo,trip hop	
050dd8c4-f172-4e16-a50d-438245bdc7a4	country rock,folk	folk,rock,country
ce1509b1-fc1a-4b0a-aeb3-36cbf9cc11fb	rock	rock
2138be7a-7c61-4464-89df-caaa5b00872e	drum and bass	
95fe12f9-ab19-43f7-83ae-3b5d149d31dd	punk	punk
42122767-6bf0-4289-8b68-c4e70ae07a80	garage rock,psychedelic rock	rock
d1995e42-c971-4ce5-a7c1-121e2314a5ea	neo-progressive rock,progressive rock	rock
bc2c7b91-c881-4088-81bd-2e041b024341	blues,folk,folk rock,indie folk	blues,folk,rock
36b3d54c-d8f0-4ea1-85f2-2cee7a68463b	trance,vocal trance	vocal
c8cfdb67-55c7-4ff1-930d-fe8e693f42e3	soft rock	rock
d78c32f2-fdfb-427a-88d1-4051a96afd07	atmospheric sludge metal,doom metal,melodic death metal,post-metal,progressive metal,sludge metal	
c792ccc6-ff7f-4aaf-aad7-b388b6eb9ba1	hip hop,latin	
6a7537f8-05b6-4fc3-ae29-464fca9d4063	electronic	electronic
e6e2b787-0b4c-4267-8161-310399b101a5	downtempo,electronic	electronic
2a15058d-0f3e-4bab-bcb5-43b2479249e0	alternative country,americana,christian rock	alternative,rock,country
b36a1fef-ead7-483c-af68-db90348238f7	gangsta rap,hip hop,west coast hip hop	rap
923b9160-251f-4ebe-8af2-ae670c425e55	progressive,progressive rock,symphonic prog	rock
9ce3e5f8-9a6e-4159-9877-4285ee73abe1	new wave,pop rock	rock,pop
525ec1da-92b8-42b9-98c5-77b2212ea1ac	soul	
93a0eb8c-ba6c-4f7a-8a4d-5d2f05d49f30	doo-wop	
f112969b-9e2d-4fa0-b84a-c7ab6739a323	power metal,progressive metal	
250504d4-eca1-4b23-bea6-db1dc7d2eaf9	pop,r&b,soul	rnb,pop
a01ad19a-dfa9-410b-ba22-e8d0cb466c43	avant-garde metal,black metal,experimental,experimental rock,industrial,noise rock	rock
d5ede9f8-dfc4-400b-90d3-2e34cb5d76e0	electronic,house	electronic
fe8783be-cee9-48b7-a432-31eb9a11b0cc	punk	punk
7677be48-16e9-4c84-9365-a69dd6f2df55	heavy metal,metal,nu metal	heavy metal
b25c98a9-33f4-41b1-bbf0-0f0b59b0735a	death metal,thrash metal	
fe4cc36c-cfc5-45d1-90f9-d61ebf40559f	indie pop,singer-songwriter,synth-pop	pop
94a24504-3548-4bde-a89b-273d277d194e	blues rock,hard rock,jazz,jazz rock,progressive rock,rock	blues,jazz,rock
67d5054f-fb07-4439-add5-cc40ded38897	bubblegum dance,bubblegum pop,edm,electro,euro house,eurodance,europop,pop,reggae-pop,schlager,synth-pop,techno	reggae,electronic,pop
e6de1f3b-6484-491c-88dd-6d619f142abc	cinematic classical,classical,contemporary classical,instrumental,modern classical,orchestral	classical
8f9a469d-a3f2-4be4-9a53-5f3b52099ea7	punk	punk
68ec1b08-3c2e-40b3-b0af-8f323743fdff	alternative rock,dance-punk,electro house,electroclash,electronic,indie rock,new rave,rock	punk,alternative,electronic,rock
11137c88-a9a2-4ffa-a97d-fb058c6d6ce2	electronic,experimental,industrial,industrial rock	rock,electronic
e6fabd48-e890-4121-8c42-1ad09d3f239c	krautrock,progressive rock,symphonic prog	rock
2e40998c-e1c3-4063-9b03-03279ff64d4b	acid house,acid trance,hard trance,hardstyle	
3a0716ac-9425-4f33-9f7f-96acfb9d4932	chiptune	
462ac967-9dcb-4c17-a205-c3e8d6336856	punk,rock	punk,rock
e49c3585-c4e6-4ff6-b354-1c6c7177eb63	country	country
3c59eca2-15d4-425f-8b5d-043470c83635	k-pop	pop
97300332-68b7-416f-87ca-3315eb7d3257	post-punk	punk
bd69df85-59c6-4921-af56-8b68917475ee	melodic death metal,thrash metal	
427f66ce-f34c-432d-a857-7201a5343752	hip hop	
3e7b452a-6765-4e76-84a1-593aa6118dd6	electronic,hardcore hip hop,hip hop,pop punk,punk,rock	punk,rock,electronic,pop
2cff4d04-eea1-4fa2-83e5-6f8526a179af	jazz,rock	jazz,rock
12b689a4-0d5e-4458-b44f-5c8ccaf12388	folk rock,indie rock	folk,rock
d23dd5b4-82d9-482e-b8e2-bf8b73f836c7	punk,ska	punk
945a5241-1859-411d-adcc-894698d21906	drumstep,edm	
9ea1cafb-d94e-4aa3-a0c9-5ab30de653de	classical	classical
949f24d9-a1bf-4b5e-973a-dfb2cbede408	punk	punk
7e867242-c616-468c-82c5-da1669efe335	country pop	country,pop
0a8b8e49-cae6-4946-8981-c8e4b1c3f911	breakcore,experimental,idm,industrial,jungle,noise	
0bdebbea-6ac4-4ed0-89d1-195c2c19d218	punk	punk
6c2253ac-1c76-4c69-921b-7e81d80c9393	crossover prog	
50eaa78a-c1ca-4610-9d97-d5bc930a6a9c	electronic,pop	electronic,pop
96fafb0a-2f1d-4b15-b2a0-9e0e660e7ecf	alternative rock,dance,pop	alternative,rock,pop
e83144dd-bb95-49fe-b1dd-00bab25cca9e	ambient,ambient house,downtempo,dream trance,electronic,electronica,house,nu jazz,progressive house,psychedelic rock,techno,trance,trip hop	rock,jazz,electronic
a43a10af-ea5c-4f6a-b3c1-8d5edb52a70e	children's music	children's
d08a1702-dd05-47d9-9a45-b3976c4632a6	chimurenga	
dee1a19a-1145-4a47-b009-4bef3c1f445d	chanson française,pop,singer-songwriter	pop
fb5393ee-9919-4872-b342-e592846c967a	post-rock	rock
20a43d21-3b78-494f-a333-aee80fc90cb8	opm,pop rock	rock,pop
7f18104b-ef7e-4635-b05f-96577c79334b	contemporary christian,experimental rock,folk,post-hardcore	folk,rock
e34ea748-f7c0-485b-a0ee-4c96e656c31d	jazz	jazz
f079e3ba-4d42-445d-8b82-55c1cb670f15	singer-songwriter	
6a7a1a55-c4a9-4ece-8cf5-0fed7cf5809e	symphonic prog	
b2d9ac31-0d1f-41d7-97d1-bc2b2cbae119	punk	punk
3265b337-31fd-437f-ae1a-50b9e81b7e7a	dance-pop,disco,hi-nrg,soul	pop
66c4a86c-8f8f-48fe-84dc-cce21881c533	punk	punk
d2ace786-5b3c-4794-a010-ebed4bd1393a	new wave,punk,punk rock	punk,rock
2d2a3b8d-dae0-4687-9b6e-8f5f1d673853	blues rock,rock	blues,rock
6df9df25-9ee8-40ea-9ff6-bda2f6c7aba1	melodic death metal,viking metal	
f2c933d1-f0f3-4bb7-9575-6a549da03489	dubstep	
eeb2922b-5ae3-48cf-ab78-ec2c5e42babb	indie rock	rock
4236acde-2ce2-441c-a3d4-38d55f1b5474	ambient,instrumental,post-rock	rock
fae714ce-7bfc-4b73-ab0a-96dabab49d28	punk	punk
1eff7e45-dbac-49c9-93ca-1439ea11f00e	folk,rock	folk,rock
4443816b-2dd5-4b6c-88d2-2b746e6f4d5b	jazz	jazz
b09da262-fc4f-4741-8e7c-f7a950d7470f	r&b	rnb
beae89cd-1701-42a6-b055-eeef9decd5c5	chiptune,deathcore,metalcore,post-hardcore	
26966f40-b92e-4257-8d92-2b8a8ba7a699	ambient techno	
d4675794-9ad3-48eb-bcd4-b98be183b396	new wave,pub rock,punk rock	punk,rock
79feb79b-8f0d-4306-b30a-e28bd88c9323	alternative pop,art pop,blue-eyed soul,blues,club,dance,dance-pop,hi-nrg,new wave,pop,rock,soul,synth-pop	blues,alternative,rock,pop
581f3091-f546-4be3-8eed-2e567b184a8d	j-pop,pop rock	rock,pop
6ee1d0ca-7cbe-42ea-abd5-7697c5658651	art rock,avant-garde,experimental,jazz fusion,neo-psychedelia,progressive rock,psychedelic rock,punk rock,rock,salsa	punk,jazz,rock
4a3f39c4-d927-4092-adae-5c2b0e35e186	crust punk,grindcore	punk
89b392f7-923f-4245-9676-ec6590264b1c	hip hop,west coast hip hop	
f42080a1-0ebe-466d-9c2f-e27cc6f06709	rock	rock
ab89b62d-67d2-4d81-9e19-c7f7b7ca701a	hip hop	
e554daf4-4ad0-438f-a7f9-832519451fd2	mpb,rock,singer-songwriter	rock
